Title,SubTitle,Rating,ItemPrice,TrendingPrice,ItemLink
"ASUS TUF 27"" Curved Gaming Monitor FHD LED 165Hz 1ms AMD FreeSync™ VG27VH1BR", Brand New,,$265.00,,https://www.ebay.com/itm/ASUS-TUF-27-Curved-Gaming-Monitor-FHD-LED-165Hz-1ms-AMD-FreeSync-VG27VH1BR/114654066367?epid=15043728333&hash=item1ab1ea36bf:g:-EEAAOSwfR5gBInl
"GIGABYTE G34WQC 34"" 144Hz Curved Gaming Monitor, 3440 x 1440 VA 1500R Display, 1","Shop With Confidence, Buy From Newegg Refurbished",5.0 out of 5 stars.,$379.99,,https://www.ebay.com/itm/GIGABYTE-G34WQC-34-144Hz-Curved-Gaming-Monitor-3440-x-1440-VA-1500R-Display-1/294023910534?epid=3041574189&hash=item447530d486:g:ONMAAOSw~xRgMPCr
"BenQ EX3203R 31.5"" QHD 2560 x 1440 (2K) 4ms (GTG) 144Hz Curved Gaming Monitor", Refurbished,,$358.00,,https://www.ebay.com/itm/BenQ-EX3203R-31-5-QHD-2560-x-1440-2K-4ms-GTG-144Hz-Curved-Gaming-Monitor/203284021941?hash=item2f54ac02b5:g:LBsAAOSwrF1fdR4m
"Acer 27"" FHD 144Hz 4ms GTG Curved LED FreeSync Gaming Monitor (ED273 Abidpx) DY", Pre-Owned,,$121.50,,https://www.ebay.com/itm/Acer-27-FHD-144Hz-4ms-GTG-Curved-LED-FreeSync-Gaming-Monitor-ED273-Abidpx-DY/402702420948?hash=item5dc2ef4bd4:g:Lb4AAOSwdttgMSW3
"LG 34"" Gaming Monitor UltraWide QHD Curved LED FreeSync Monitor (34GK950F-B)",Authorized LG Dealer with USA Warranty! Brand New,5.0 out of 5 stars.,,"$1,199.99",https://www.ebay.com/itm/LG-34-Gaming-Monitor-UltraWide-QHD-Curved-LED-FreeSync-Monitor-34GK950F-B/312366703423?epid=22023403780&_trkparms=ispr%3D1&hash=item48ba81a33f:g:arMAAOSwmT1cDqZM&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkRjLZq23gAR%252BKma9gM2Z1hvNwVQphhCMOYJl6LDCIttBTn1rle0EDkqbW8qsrScwEnkqy%252FpWSnBvGGM38SY1YJn%252BKg%252FnB7l4t2r0QZpmnj2LOA7211FZ8fgBHbluYJSNwbOFi%252FVBQn1TXTbHzwqYICMm0HsAol4YgQEEnN1yaZCemqBmgWl7ZEcMiTWv9a%252FNd5AbuPToC%252F3G7cZS4%252B%252BCaJ3X1N2ecDi5ZffncchiJTespr4dG0ZVltdXQwbhIdDXWJAt33F3ZaHLdYtUDMu%252BMC1%252FmNeqnVBkBaMTnV1SH40UzIDpplS%252B%252B1J49CjMdNJWsJiC4M4eyrDTHeMwzgsVJcqo6vi23KT8YTm1lvhDUC2KNQBZfqEFQG3uFLV%252BzT5F59dMJdUhDK3itIEDrrsZzd9mFrW6tobkdOzY3%252Bi48hKxJRctK1VMgfCtGrzu3VwqaFFHZ1omB3xBQF0ubJ1FUEjRkXYdhMfNzTLAH2tqCOAYakHoVX54MDRvfggO3HCMMU%252BrDcoyElBepuqfjkGMeqxrTkoNa4A80%252ByOWKX6Ld8Z5oSo2lk9JpWn9dAKcsEcnombx3X%252BgWOhJaS4J%252Bi8eKm5YPNUzSFDtdQ1T3y8qucy9PxcMRjUb7nam6u7hTZLzJ0Q8kJN5bCxawtU6B%252FFJaMpkEitP3%252BOqmfJn6kecR1%252FAA19Dn2ydwJ1BL3JognJn1pgIs6Vp7NXNAyLfHpcpJuSH8P%252FroCika%252FKHpxc%252BkG2F1sgjgkHhklW2iPg%252Fj%252BAlWpblyYFmzcPatSbucr4wTg%253D%253D%7Ccksum%3A3123667034236f15c950533d4867b7edcdae5dba4d47%7Campid%3APL_CLK%7Cclp%3A2334524
"GIGABYTE G27FC 27"" 165Hz 1080P Curved Gaming Monitor, 1920 x 1080 VA 1500R Displ","Shop With Confidence, Buy From Newegg Brand New",5.0 out of 5 stars.,$209.99,$249.99,https://www.ebay.com/itm/GIGABYTE-G27FC-27-165Hz-1080P-Curved-Gaming-Monitor-1920-x-1080-VA-1500R-Displ/303605577950?epid=20040223491&_trkparms=ispr%3D1&hash=item46b04d78de:g:rvwAAOSwVH1fYJau&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkpFtSR0CGv%252Bh98r8Yb9quS%252F9z9SQhDSHnCFcamRCYhtN2E5IWXfB30szXKrNKRGsT5T%252FDW6T5%252FGJVM0b708GTAtl12UvH%252B79xruKtPiQS76heBy0VJfAH8Z%252FFDO64K9delQez%252FLEUUtujy1zTfZsIcMt0SK%252BKyVp0b4O9vR%252BlbFjkyfxkd3dRAhIm4rB%252BG6xJeRSOaFurJi65N1da2V0pujFiNV7LnIYLtQhx4hhUmwwMvxbNe1%252B6GzYAST1wCgvXwCyue7BPN8T0MulXQKhUUFh31wo05mi1KeMuEC7qIaKOrx6DMwLiasqYJcW2GxsY3asyJbyxdBy4zssklryd%252Bbj5n3KAf9OK8y1RRGb69ZTdBsGo9qiNLTcBBLsmszz5C0Dy0MQTAxhPugvvqi1Y0sSMJmqrrAmuGj%252BS3JlsSw%252BYvVnF0b8mTuiGB5rcxzz5GngtAFzot2XTRB5Qk5lLbp%252FjGK9CuiciRr7IXJ9MR%252BbNL%252F4415lxA9%252Bpo4XhsXgnBp%252FRmNidNFihRnX8jB1VzOwruCpzL4Oh5BmW0tNiYUSMXxUYDmuSGHr9YlgKd0vNwIn6Ivci9tz%252FZS9MZEduSEo8V938QEIARI41BQHinDYRHLmAqC%252FNiy51DG5fAbDzra7rmzFSFdshar7PmbGvjKLq6xQayIUOqmJwVIZXQpdIUP66dX00yWLveFEGBCyo6nUjRnu5fvqnkgarcPRch301I0qV5LcWR7PE8nrC%252BBKqG6dB8nWAHkFmfIVGqXEEkYMureMKaaCaB%252F0ooGEbTA%253D%253D%7Ccksum%3A3036055779506f15c950533d4867b7edcdae5dba4d47%7Campid%3APL_CLK%7Cclp%3A2334524
LG 38 Inch 21:9 Curved WQHD+ UltraWide Monitor with HDR 10 (38WK95C-W),Authorized LG Dealer with USA Warranty! Brand New,5.0 out of 5 stars.,"$1,049.99","$1,499.99",https://www.ebay.com/itm/LG-38-Inch-21-9-Curved-WQHD-UltraWide-Monitor-with-HDR-10-38WK95C-W/333817365475?epid=13034761516&_trkparms=ispr%3D1&hash=item4db910c3e3:g:GKkAAOSwxF5fzq0M&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkCrLl8erj3ATP5raQxjc%252F%252B9QLfnNlnNbJrYwbuc3oolp72uGBbGoQ1LqnVpEP3NR9888L0rsJnGiQ9Ivx6c%252FQZJhyqONoouoDlyrw8uni%252BgJQXtvGYoh54R2hOy%252BYEGVjVM4l%252BWH3Xfyns4DmyRH%252B6k%252BZjfz%252FbGBbAl7bDFsEohIfkEkWgk8f7MUQHfA%252BsthufXgSdneJy%252F507XpWLn8tLeIxvJAV1xoLAsoXXO8PvTiVA9%252B%252B%252Bat%252BeR2H%252BntulTMi%252BJYo3dSwtn%252Fdgk21B6wq4B49Oq0sk1S3OpEr30Uo3eZ5wZYet%252FGltLixaohMkHWJzc9ubJ2j4P4ctXjI3PmMF%252BatCoCgCkGjefuNJNuX%252F32pu93ZvKd0t8q%252Fzk4N7%252FZFgqIgkHys3pkvRVNr3Ouazav0CrHuwi%252BgsM%252FC5kkdhwqsCbpABJ0eUpvyAb8%252FdIDcHr1QQ%252Fh2gVVRSjU87LXTF1Db7YUvck6KOx1bfoIfG6nnLxtKSI%252F82w%252B9c6Ax7eBp23Uc6L3aNZByaUck6aYbdvy5nOsUWcYOPxr1mhX%252Fo78nDN8IMQq41FFoNhvQJP%252FsrPFKj6lpNiktfyuUbn4Pig17aJO5zWcofWDREtxsZfckERSBslLqKwGTUk27evj6J05o0v0HFrSNjabpLzv6EG7E8Dh2wEyw1Gxugv8csyYIuhjQUYy4pGUYEII36L07%252Fht3HNi%252FGyoDyxulHtOmF6ZAgHk1Lq24wRfHggIepcf70lQRgYNjKIuyhDE1cnPANXwQJb%252B%252F1yNcMqInuVMKcQ%253D%253D%7Ccksum%3A3338173654756f15c950533d4867b7edcdae5dba4d47%7Campid%3APL_CLK%7Cclp%3A2334524
"Deco Gear 32"" Curved Gaming Monitor 1920x1080 3000:1 Contrast Ratio, 75 Hz, 2PK",FREE 2 DAY SHIPPING | 30 DAY RETURNS | 1 YEAR WARRANTY Brand New,,$474.98,,https://www.ebay.com/itm/Deco-Gear-32-Curved-Gaming-Monitor-1920x1080-3000-1-Contrast-Ratio-75-Hz-2PK/324417499079?epid=25042761549&_trkparms=ispr%3D1&hash=item4b88ca2fc7:g:B68AAOSwW0Bf15oe&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickk5v8gVt3hEWLVg%252F253w6XCZQMArvaJbzFn8TncNGHJsP6FMpW6s9jTBaTSGHsVvc91%252F%252FZvMrd%252BsiX844Y6FtYt4uGrB7%252FoNcBOcU5Z%252F2afYC7fm%252F9VMbKZbFPo%252Fxy7YhJDeplw8aRdMZofSYxdfi1C7X7J8zMubo9ZCmUnxgz5qeGAsV%252BHvfFFlg0wbdYBcEV3deC3rdtImaib3l%252Bo8J3KUtwmBeho4A0hxEY6RqkfUbeyty24lwvpt12ss4QY7e28SPE2LmKvo%252BrRLPyqciGT7ldGBlmT%252FZRRjA8byTrii16uN9nKYvsNzdmCXY9SE%252F5OlcZIRzZCP1QVWMpSc5AnX1mA%252FJqcJL61tUZbTcnsK4XEKr8vyhyI79DiNPwSzDJcn8ZHV8U8S%252Fa3H3Mqo5ujBgt0XuIlNnzLNC3qrkpPgXLRrXBbNE7UjR0A5LCmr8FMmyZzlQrVzct9%252B6mSM2b14GEpvNUi8Vd%252F7Vam6Fmph8RmA26oid8E%252BXdNMu43mMecGNh048Jq%252FpvSAPn3Mpz9u74bjEx27Q5aZfu7c4YqHBTlLI1v8s6TOibsfuopNz3pGWTeChCewFWW2kT4%252BcBcabP6JIxNtyALxtFMrGCJtOw3WVAkxvrtF%252Bstj57FoW2oNfuymOuvqdPGekPQCPSErF%252BePIErK93QEuedt3XSsY0a0vBKQgaQWkL28IavcqE%252BEinNMXLbhkQZBpvTcST18a%252B2D5ZXw7go90955%252FKEsWWy8fZVOczFQCTbUIn7y%252B34kPRcMAvlEU%252BdIpU%252FrDSXw%253D%253D%7Ccksum%3A3244174990796f15c950533d4867b7edcdae5dba4d47%7Campid%3APL_CLK%7Cclp%3A2334524
"NEW Samsung 27"" FHD Freesync Curved LED Super Slim 1800R Immersive Black 1080p", Open Box,4.5 out of 5 stars.,$155.00,,https://www.ebay.com/itm/NEW-Samsung-27-FHD-Freesync-Curved-LED-Super-Slim-1800R-Immersive-Black-1080p/164714471247?epid=224719905&hash=item2659bf5f4f:g:de4AAOSw2XJgMT7t
"Acer 31.5"" FHD 165Hz 1ms GTG Curved VA LED FreeSync Gaming Monitor (ED320QR) DY", Open Box,,$81.00,,https://www.ebay.com/itm/Acer-31-5-FHD-165Hz-1ms-GTG-Curved-VA-LED-FreeSync-Gaming-Monitor-ED320QR-DY/402701208288?hash=item5dc2dccae0:g:sXcAAOSwdg1gMFy1
"Samsung G97T Series Odyssey G9 49"" QHD 240Hz Curved Gaming Monitor 1440p", Open Box,5.0 out of 5 stars.,$830.00,,https://www.ebay.com/itm/Samsung-G97T-Series-Odyssey-G9-49-QHD-240Hz-Curved-Gaming-Monitor-1440p/383963707318?epid=2313258397&hash=item59660537b6:g:bf8AAOSw-F5gLqei
"LG 38WN75C-B 38"" IPS LED Curved Monitor", Pre-Owned,,$249.99,,https://www.ebay.com/itm/LG-38WN75C-B-38-IPS-LED-Curved-Monitor/254869276318?hash=item3b5764869e:g:JNkAAOSw-i1gKwWS
"Pixio PXC243 24"" Full HD 1920 x 1080 144Hz 3ms DVI HDMI DisplayPort AMD FreeSync","Shop With Confidence, Buy From Newegg Brand New",,$159.99,,https://www.ebay.com/itm/Pixio-PXC243-24-Full-HD-1920-x-1080-144Hz-3ms-DVI-HDMI-DisplayPort-AMD-FreeSync/303275999183?epid=17034562584&hash=item469ca87fcf:g:21IAAOSww5Zdzovi
"•MSI G27C4W Optix 27"" 1080p Curved LED Monitor NEW", Brand New,5.0 out of 5 stars.,$74.00,,https://www.ebay.com/itm/MSI-G27C4W-Optix-27-1080p-Curved-LED-Monitor-NEW/333895238840?epid=22038238820&hash=item4dbdb504b8:g:VtUAAOSwuh5fE~2u
"Samsung LC24FG73FQ 23.5"" Full HD 144Hz 1ms 1800R Curved Gaming Monitor (DY5)", Pre-Owned,,$51.00,,https://www.ebay.com/itm/Samsung-LC24FG73FQ-23-5-Full-HD-144Hz-1ms-1800R-Curved-Gaming-Monitor-DY5/393142216809?hash=item5b891a2869:g:WUYAAOSw1qtgMBjx
"Samsung CHG90 - 49"" QLED  144Hz AMD FreeSync HDR Curved Gaming Monitor",Brand New. Retail Packaging. Brand New,4.5 out of 5 stars.,$899.99,,https://www.ebay.com/itm/Samsung-CHG90-49-QLED-144Hz-AMD-FreeSync-HDR-Curved-Gaming-Monitor/164007930589?epid=238258751&hash=item262fa26add:g:YNYAAOSww5ZeBn~r
"Dell Alienware AW3420DW 34"" 3440x1440 120hz G-sync IPS LED Curved Gaming Monitor", Pre-Owned,5.0 out of 5 stars.,$674.99,,https://www.ebay.com/itm/Dell-Alienware-AW3420DW-34-3440x1440-120hz-G-sync-IPS-LED-Curved-Gaming-Monitor/224353824915?epid=12035367621&hash=item343c87b093:g:LggAAOSwkp9gKyrC
"Acer Nitro XZ272 27"" Curved FHD Gaming Monitor 165Hz 1ms In Box SCRATCHED SCREEN", Pre-Owned,4.0 out of 5 stars.,$168.88,,https://www.ebay.com/itm/Acer-Nitro-XZ272-27-Curved-FHD-Gaming-Monitor-165Hz-1ms-In-Box-SCRATCHED-SCREEN/294008044115?epid=22039569618&hash=item44743eba53:g:FgQAAOSwWfZgJIWk
Lenovo G34w-10 34 Inch WLED Ultra-Wide Curved Gaming Monitor, Brand New,5.0 out of 5 stars.,$399.99,$479.99,https://www.ebay.com/itm/Lenovo-G34w-10-34-Inch-WLED-Ultra-Wide-Curved-Gaming-Monitor/174263737596?epid=19037982376&hash=item2892ed9cfc:g:HNQAAOSwx8Nfzlr9
"Dell UltraSharp U3818DW 38""  Curved IPS Monitor", Open Box,5.0 out of 5 stars.,$599.00,,https://www.ebay.com/itm/Dell-UltraSharp-U3818DW-38-Curved-IPS-Monitor/224359304308?epid=10030521977&hash=item343cdb4c74:g:0GoAAOSwHOZgMVne
"*READ* Samsung CF591 Series C27F591FDN 27"" LED Curved FHD FreeSync Monitor", Pre-Owned,4.5 out of 5 stars.,$149.95,,https://www.ebay.com/itm/READ-Samsung-CF591-Series-C27F591FDN-27-LED-Curved-FHD-FreeSync-Monitor/402696860170?epid=245412570&hash=item5dc29a720a:g:0RwAAOSwyWdgLVNL
"Samsung - T55 Series C27T550FDN 27"" 75Hz 1000R Curved Monitor **TINY SCRATCH**", Pre-Owned,,$139.87,,https://www.ebay.com/itm/Samsung-T55-Series-C27T550FDN-27-75Hz-1000R-Curved-Monitor-TINY-SCRATCH/184510073642?epid=25038379770&hash=item2af5a84b2a:g:AU8AAOSwtM1fmeJ4
Samsung CF591 LC27F591FDNXZA Curved LED FreeSync Gaming Monitor CLEAN SCREEN, Refurbished,4.5 out of 5 stars.,$175.90,$199.89,https://www.ebay.com/itm/Samsung-CF591-LC27F591FDNXZA-Curved-LED-FreeSync-Gaming-Monitor-CLEAN-SCREEN/203011338225?epid=245412570&hash=item2f446b2ff1:g:PEAAAOSw7P1e2BgO
"Samsung 390 Series 24"" LED Curved FHD FreeSync Monitor C24F390 *light scratch*", Pre-Owned,4.5 out of 5 stars.,$97.87,,https://www.ebay.com/itm/Samsung-390-Series-24-LED-Curved-FHD-FreeSync-Monitor-C24F390-light-scratch/203246469557?epid=28026727205&hash=item2f526f01b5:g:GWUAAOSwOVhf~jaO
"MSI G27C4W Optix 27"" 1080p Curved LED Monitor NEW", Brand New,5.0 out of 5 stars.,$122.50,,https://www.ebay.com/itm/MSI-G27C4W-Optix-27-1080p-Curved-LED-Monitor-NEW/333892957358?epid=22038238820&hash=item4dbd9234ae:g:m2AAAOSwOsZgLU~a
"GIGABYTE G34WQC 34"" 144Hz Curved Gaming Monitor, 3440 x 1440 VA 1500R Display, 1","Shop With Confidence, Buy From Newegg Brand New",5.0 out of 5 stars.,$449.99,,https://www.ebay.com/itm/GIGABYTE-G34WQC-34-144Hz-Curved-Gaming-Monitor-3440-x-1440-VA-1500R-Display-1/293752686544?epid=3041574189&hash=item44650647d0:g:G50AAOSwIU1fbVpB
Spectre Curved Monitor, Pre-Owned,,$150.00,,https://www.ebay.com/itm/Spectre-Curved-Monitor/192622328701?hash=item2cd92f7b7d:g:RSMAAOSwOMtbbET7
Samsung LC24F390FHNXZA 24-inch Curved LED Gaming Monitor (Super Slim Design), Brand New,4.5 out of 5 stars.,$133.00,,https://www.ebay.com/itm/Samsung-LC24F390FHNXZA-24-inch-Curved-LED-Gaming-Monitor-Super-Slim-Design/402698584657?epid=28026727205&hash=item5dc2b4c251:g:QdkAAOSwXQJgLrZG
"VIOTEK NBV27CB 27"" Curved Monitor Widescreen", Brand New,4.5 out of 5 stars.,$269.00,,https://www.ebay.com/itm/VIOTEK-NBV27CB-27-Curved-Monitor-Widescreen/264821162833?epid=9034355578&_trkparms=ispr%3D1&hash=item3da8924351:g:JSEAAOSwzUVgCbvE&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkXKoKcbeZcOrOku%252BoOBl%252BSwSNtHJCdPLRqIDFg85vJFbWrVbp5MNZqmEPk2E59jhJVe6KMW3QraO5Jg009NJbyxaZzTohK9HbXBHqmNIdUrZXaYwKiIDKT9%252BOcCGIZciVlUtYVeIqD7OtFXkbMFONdi6x5MCttqwwEuMV3RpEOUeiQy%252FTgXXisaTvvSt%252FSE%252FKZ6K1ikxS7ztj5gZr20i4ciST2t4E2urvg0uay4f9445XL%252F5%252BRZPDETDDp5c79o7uKHlcjXNqUXqgt0pUZsNdXKQRgOgeRfe%252F%252FqbmlVcEWppATJQcpFnjhJBgJMuAFGU1lVTYhWWUMPctQZmq7D5E%252FTyOMyICjfBdmrlDLZQ%252BkY3ZtX7OPzhZp5pAcUULng%252BuURUwWK7I313XKuEq0pgqSb5JOZLcjgaXvYriLsFs%252Fd4Zh%252FzRfWzfsFy3yi4jAInweiYAvtmCLrShroHclAZKDy2vkq1HcDZazR9mYrXw%252Fk1%252F1AGw3dTJ6O4i0Mu3vloew6SpLuNOmwM062yyTid1AdM05oTKW%252FGIkn3JHyvHe3dbUqt8DC66DWrfmyh8gqPEbnIh1SqmskFVuWvIKQf22HFM6rtMYAOd5ZQjzyGsBWovip8VFSxOa0PeRfwTCuOZXkp7OQpsQ6H5POymGZFPXbQKLXZu1rn2Gn2UKEzybEqNtCtJbfKO%252B9pT%252FhnHfn9hp47sMZwZeM0I8nx3pb5CunLTY82Xhqe2Fy25uVLBGjVxWuic6rqdv8qeUi7obN38JNahvoxcO0ssfiLWi3SrWQ%253D%253D%7Ccksum%3A2648211628336f15c950533d4867b7edcdae5dba4d47%7Campid%3APL_CLK%7Cclp%3A2334524
"VIOTEK GNV34CB 34"" Ultrawide Curved Gaming Monitor", Brand New,5.0 out of 5 stars.,$329.00,,https://www.ebay.com/itm/VIOTEK-GNV34CB-34-Ultrawide-Curved-Gaming-Monitor/283849787050?epid=27037467919&_trkparms=ispr%3D1&hash=item4216c406aa:g:ehUAAOSwLitgCa1l&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickk7PdDazAlGltMLJlUhrWsD9MNXMP0uQojlBwXNP6OSywAt8ZMrI7vSF%252F93UgZmj9uxeYXudtUn1kAFkCOzIfdXtA3Uo%252FZdaCR3MPVk1R4LTAwZ2nQnrGCm7vZf5Zb%252Bcp3sutmS0nopXPf1l9FPepfm2h9MgjSYwh6qSangdo9gfcaZx5tZJ704S%252BcWiduBcXxTQ3cvzfbfMoLnTKp547xLypXXJY04P3jlUqufZVfV5PtJ947hZw%252FYgl4p7DLvxORqk61NlIV6jCJyvYuBpH2x4xYASFrPmeyG5%252BtHXc3XyIBNuCoST6%252Fc2B9P1OwF6brCnsnKpaRCOy30of00YiC%252Ft3TtEBPb69Z%252FlPBxU4Tx1mo5EFVML26iFkIFaUobIWwFdmxZG9FFrBqxno0zeML4Cpo5wDey8jStcnFlR0r8Qlfavvx%252FaV0yF0h%252FQJU9As5yVSvvrxW0sneP6y83Anta3RZYmS%252BKZPF0VIWL2v19kGXl1mLNPMtCQuLkik2f5RpcyfhYcxGaa%252B%252FWtaCtIW%252FQtdR%252BttgbHwX9Ojxfl7lhPC1IWUwx91Z45MtM6gZ%252BSyOJVCA3GSv4voTtD14hvBobhkiMD9NI5Xq1hLZa9uiVBW08Ml3tGqctqzpOssyDBQ3P6gpH%252FjcSPskh9%252Fnp%252Fmne2TqiGc1%252B6hO82J3KigvnJ73ZwTVF1i120bLyTFJjlNUV500SN82WTaOpM2KGp9JcLF2pf%252Bxgk7fiiEuoYXHt%252FdnKBDCL09UUWob20auoV21MwJPgqxowjtwE7zF%252BuoSrQ%253D%253D%7Ccksum%3A2838497870506f15c950533d4867b7edcdae5dba4d47%7Campid%3APL_CLK%7Cclp%3A2334524
"Deco Gear 35"" Curved Ultrawide LED Gaming Monitor Full HD Display 21:9 Two Pack", Brand New,5.0 out of 5 stars.,$629.95,"$1,299.99",https://www.ebay.com/itm/Deco-Gear-35-Curved-Ultrawide-LED-Gaming-Monitor-Full-HD-Display-21-9-Two-Pack/333338308589?epid=27029108979&hash=item4d9c82efed:g:5dUAAOSwWOJdiPng
Samsung LC27F396FHNXZA 27 inch Curved Widescreen LED Monitor (DY2), Pre-Owned,4.5 out of 5 stars.,$5.50,,https://www.ebay.com/itm/Samsung-LC27F396FHNXZA-27-inch-Curved-Widescreen-LED-Monitor-DY2/393142158524?epid=809538387&hash=item5b891944bc:g:ZakAAOSwH5dgMBd5
"Dell  U3415W UltraSharp 34"" HDMI QHD Curved Anti-Glare IPS LED-Backlit Monitor", Brand New,5.0 out of 5 stars.,$579.99,,https://www.ebay.com/itm/Dell-U3415W-UltraSharp-34-HDMI-QHD-Curved-Anti-Glare-IPS-LED-Backlit-Monitor/265059267218?epid=210496467&hash=item3db6c37292:g:RRQAAOSw5Q5gDgp2
Samsung 34 inch ultrawide monitor curved, Pre-Owned,,$450.00,,https://www.ebay.com/itm/Samsung-34-inch-ultrawide-monitor-curved/363298818485?hash=item54964c09b5:g:~G8AAOSwySNgMC0r
Dell Ultra Wide 49 Inch Curved Monitor - Great for multitasking!, Pre-Owned,,$665.00,,https://www.ebay.com/itm/Dell-Ultra-Wide-49-Inch-Curved-Monitor-Great-for-multitasking/154336398373?hash=item23ef2a8c25:g:YsMAAOSwWixgLr3r
Alienware 34 Inch Curved Gaming Monitor Aw3418dw, Pre-Owned,,$500.00,,https://www.ebay.com/itm/Alienware-34-Inch-Curved-Gaming-Monitor-Aw3418dw/274691986250?hash=item3ff4eb134a:g:4VYAAOSwPG9f5j-4
"ALIENWARE AW3420DW CURVED 34"" WQHD 120HZ MONITOR"" 3440 x 1440", Pre-Owned,,$599.99,,https://www.ebay.com/itm/ALIENWARE-AW3420DW-CURVED-34-WQHD-120HZ-MONITOR-3440-x-1440/284189297321?hash=item422b008aa9:g:gxAAAOSwdcxgLtoh
Lenovo G27c-10 FHD WLED Curved Gaming Monitor, Brand New,5.0 out of 5 stars.,$199.99,$219.99,https://www.ebay.com/itm/Lenovo-G27c-10-FHD-WLED-Curved-Gaming-Monitor/154255364336?epid=22039720849&hash=item23ea5610f0:g:48cAAOSwEHJgHWmc
"Sceptre 27"" Curved Gaming Monitor ", Brand New,5.0 out of 5 stars.,$189.99,,https://www.ebay.com/itm/Sceptre-27-Curved-Gaming-Monitor/184668148472?epid=17026729326&hash=item2aff1452f8:g:iggAAOSwBCdgJdMQ
"Samsung CHG90 49"" 144Hz 32:9 QLED Curved Super Ultrawide HDR Gaming Monitor", Pre-Owned,4.5 out of 5 stars.,$599.00,,https://www.ebay.com/itm/Samsung-CHG90-49-144Hz-32-9-QLED-Curved-Super-Ultrawide-HDR-Gaming-Monitor/233895089141?epid=238258751&hash=item36753bd3f5:g:mpUAAOSw~ZVgKA0p
"Sceptre 30"" Curved Gaming Monitor (C305W-2560UN)", Open Box,5.0 out of 5 stars.,$200.00,,https://www.ebay.com/itm/Sceptre-30-Curved-Gaming-Monitor-C305W-2560UN/373463299956?epid=23035276956&hash=item56f425b774:g:EIwAAOSweiZeidrY
gaming monitor Viotek 144hz curved 32 Inch, Pre-Owned,,$250.00,,https://www.ebay.com/itm/gaming-monitor-Viotek-144hz-curved-32-Inch/164673038340?hash=item2657472804:g:9MYAAOSwrhFgEwsV
Alienware 3440M 1900R Monitor Curved Gaming Monitor (Brand New), Brand New,,$400.00,,https://www.ebay.com/itm/Alienware-3440M-1900R-Monitor-Curved-Gaming-Monitor-Brand-New/143948188478?hash=item2183fb0b3e:g:N5cAAOSwN5Jf5~2s
"24"" CF396 Curved LED Monitor ", Pre-Owned,5.0 out of 5 stars.,$75.00,,https://www.ebay.com/itm/24-CF396-Curved-LED-Monitor/265013404936?epid=24032319110&hash=item3db407a508:g:mc8AAOSwOwZf~5cf
"Samsung CRG5 LC24RG5 24"" 16:9 Curved Gaming Monitor - Black", Pre-Owned,5.0 out of 5 stars.,$94.50,,https://www.ebay.com/itm/Samsung-CRG5-LC24RG5-24-16-9-Curved-Gaming-Monitor-Black/174619320266?epid=22032298220&hash=item28a81f5fca:g:fGwAAOSwJy5gFs0X
"ViewSonic ELITE XG270QC 27"" MVA WQHD Curved Gaming Monitor", Pre-Owned,,$350.00,,https://www.ebay.com/itm/ViewSonic-ELITE-XG270QC-27-MVA-WQHD-Curved-Gaming-Monitor/284192820511?epid=5042002585&hash=item422b364d1f:g:oK4AAOSwx1FgIC2a
