Title,SubTitle,Rating,ItemPrice,TrendingPrice,ItemLink
"Acer 32"" in Curved 1920x1080 HDMI DP 165hz 1ms Freesync HD LED Gaming Monitor", Brand New,5.0 out of 5 stars.,$309.99,,https://www.ebay.com/itm/Acer-32-in-Curved-1920x1080-HDMI-DP-165hz-1ms-Freesync-HD-LED-Gaming-Monitor/224356854909?epid=8042787837&hash=item343cb5ec7d:g:0ckAAOSwhCxgKVSf
"MSI Optix G27c2 27"""" FHD Curved Gaming Monitor 144hz Wide View True Colors", Pre-Owned,4.5 out of 5 stars.,$100.00,,https://www.ebay.com/itm/MSI-Optix-G27c2-27-FHD-Curved-Gaming-Monitor-144hz-Wide-View-True-Colors/224355872382?epid=2302135264&hash=item343ca6ee7e:g:nLUAAOSw5wRfwqj2
"Samsung LC24F392FHNXZA-RB 24"" CF390 Curved LED Monitor - DEFECTIVE", Pre-Owned,5.0 out of 5 stars.,$69.99,,https://www.ebay.com/itm/Samsung-LC24F392FHNXZA-RB-24-CF390-Curved-LED-Monitor-DEFECTIVE/133667862603?epid=24032319110&hash=item1f1f39b84b:g:jf0AAOSwpkpfxl-A
Samsung CF390 Series 24 inch Curved LED Monitor, Pre-Owned,4.5 out of 5 stars.,$110.00,,https://www.ebay.com/itm/Samsung-CF390-Series-24-inch-Curved-LED-Monitor/203285007160?epid=28026727205&hash=item2f54bb0b38:g:1j8AAOSw3GZgMbI4
"Samsung - T55 Series C27T550FDN 27"" 75Hz 1000R Curved Monitor LC27T550FDNXZA OB", Open Box,,$163.58,$185.89,https://www.ebay.com/itm/Samsung-T55-Series-C27T550FDN-27-75Hz-1000R-Curved-Monitor-LC27T550FDNXZA-OB/184382273600?epid=25038379770&hash=item2aee0a3840:g:fu8AAOSwlFxfIy8P
"AOC C24G1 24"" Curved Frameless Gaming Monitor, FHD, 1ms, 144HZ, FreeSync - Black", Brand New,5.0 out of 5 stars.,$209.99,,https://www.ebay.com/itm/AOC-C24G1-24-Curved-Frameless-Gaming-Monitor-FHD-1ms-144HZ-FreeSync-Black/184395460037?epid=17032164271&hash=item2aeed36dc5:g:v28AAOSwZXFfMDWL
"HP Curved 27in. Monitor, Z4N74AA#ABA",30 Day Return Policy | Secondipity Pre-Owned,5.0 out of 5 stars.,$140.50,,https://www.ebay.com/itm/HP-Curved-27in-Monitor-Z4N74AA-ABA/265057611259?epid=5007160234&hash=item3db6aa2dfb:g:BBgAAOSwxPRgLXjO
Pixio PXC327 32 in 165Hz 1440p HDR AMD FreeSync Curved Gaming Monitor,"Curved AMD FreeSync, 165Hz Refresh Rate Brand New",,$309.99,,https://www.ebay.com/itm/Pixio-PXC327-32-in-165Hz-1440p-HDR-AMD-FreeSync-Curved-Gaming-Monitor/264981871355?epid=15044074462&hash=item3db2267afb:g:1TIAAOSwSRlf3Srl
Samsung 24” LED curved monitor, Pre-Owned,,$89.00,,https://www.ebay.com/itm/Samsung-24-LED-curved-monitor/203279331154?hash=item2f54646f52:g:JZkAAOSwcvFgKYPL
Samsung C27F390FHN computer monitor, Brand New,4.0 out of 5 stars.,$168.71,,https://www.ebay.com/itm/Samsung-C27F390FHN-computer-monitor/283997847253?epid=12031072436&hash=item421f973ed5:g:MK4AAOSwxUFfT6aQ
"GIGABYTE - 27"" LED Curved QHD FreeSync Monitor with HDR (HDMI, DisplayPort, U...", Brand New,5.0 out of 5 stars.,,$329.99,https://www.ebay.com/itm/GIGABYTE-27-LED-Curved-QHD-FreeSync-Monitor-with-HDR-HDMI-DisplayPort-U/203247931618?epid=10040241728&hash=item2f528550e2:g:V9YAAOSw5wlgAJ9U
"Lenovo 66A1GCCBUS G34w-10 34 Inch WLED Ultra-Wide Curved Gaming Monitor, Black", Refurbished,5.0 out of 5 stars.,$379.00,$429.99,https://www.ebay.com/itm/Lenovo-66A1GCCBUS-G34w-10-34-Inch-WLED-Ultra-Wide-Curved-Gaming-Monitor-Black/124558303942?epid=19037982376&hash=item1d0040e2c6:g:t-cAAOSw7ZlgGxn9
"HP 27b 27"" Curved Monitor Black - AMD FreeSync, 1920 x 1080, 5 ms response time",Authorized HP Dealer - Brand New - Full Warranty Brand New,5.0 out of 5 stars.,$229.99,$249.99,https://www.ebay.com/itm/HP-27b-27-Curved-Monitor-Black-AMD-FreeSync-1920-x-1080-5-ms-response-time/292963313588?epid=15033164632&hash=item4435f967b4:g:4o0AAOSwuAVcZleo
"MSI - Optix 27"" LED Curved FHD FreeSync Monitor (DisplayPort, HDMI) - Black", Brand New,,$269.99,,https://www.ebay.com/itm/MSI-Optix-27-LED-Curved-FHD-FreeSync-Monitor-DisplayPort-HDMI-Black/193632612471?epid=26039261385&hash=item2d15673077:g:1vwAAOSwy85eV-Cv
"Brand New Samsung LU32R590CWNXZA 31.5 in 16:9 Curved UHD Monitor, Dark Blue Gray", Brand New,3.5 out of 5 stars.,$300.00,,https://www.ebay.com/itm/Brand-New-Samsung-LU32R590CWNXZA-31-5-in-16-9-Curved-UHD-Monitor-Dark-Blue-Gray/313420795709?epid=8033849704&hash=item48f955cf3d:g:NcwAAOSwsbFfk7pq
"*READ* Samsung C27F591 Series C27F591FDN 27"" LED Curved FHD FreeSync Monitor", Pre-Owned,4.5 out of 5 stars.,$131.96,$149.95,https://www.ebay.com/itm/READ-Samsung-C27F591-Series-C27F591FDN-27-LED-Curved-FHD-FreeSync-Monitor/402695447479?epid=245412570&hash=item5dc284e3b7:g:6~cAAOSw4oBgK~P7
"SAMSUNG 27"" Class Curved 1920x1080 VGA HDMI 60hz 4ms AMD FREESYNC HD LED Monitor", Brand New,,$280.00,,https://www.ebay.com/itm/SAMSUNG-27-Class-Curved-1920x1080-VGA-HDMI-60hz-4ms-AMD-FREESYNC-HD-LED-Monitor/233903920206?hash=item3675c2944e:g:XKoAAOSw3R5gMagG
"Samsung CHG90 - 49"" QLED 144Hz HDR Curved Gaming Monitor *READ!* PC1052201", Pre-Owned,4.5 out of 5 stars.,$557.10,$619.00,https://www.ebay.com/itm/Samsung-CHG90-49-QLED-144Hz-HDR-Curved-Gaming-Monitor-READ-PC1052201/143954041312?epid=238258751&hash=item21845459e0:g:kuAAAOSwfYNgMDLI
"Dell - 32"" LED Curved QHD FreeSync Monitor s3220dgf PC1053044", Pre-Owned,5.0 out of 5 stars.,$270.00,$300.00,https://www.ebay.com/itm/Dell-32-LED-Curved-QHD-FreeSync-Monitor-s3220dgf-PC1053044/133670049348?epid=26035358091&hash=item1f1f5b1644:g:sscAAOSwQBtgMDLI
"Samsung c Odyssey 49"" QLED Curved Monitor C49HG90DMN PC1053043", Pre-Owned,,$630.00,$700.00,https://www.ebay.com/itm/Samsung-c-Odyssey-49-QLED-Curved-Monitor-C49HG90DMN-PC1053043/154337884310?epid=26038086992&hash=item23ef413896:g:oAgAAOSwDJRgMDLI
"Acer Nitro - 34"" Curved Monitor UW-QHD 3440x1440 75Hz IPS 21:9 1ms MPRT 300Nit",The Official Acer Recertified Store Refurbished,,$429.99,$558.99,https://www.ebay.com/itm/Acer-Nitro-34-Curved-Monitor-UW-QHD-3440x1440-75Hz-IPS-21-9-1ms-MPRT-300Nit/254860627498?_trkparms=ispr%3D1&hash=item3b56e08e2a:g:6ygAAOSwOK9gIV8n&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkrDx%252B2NLp21dg6hHbHAkGMYgb%252F8yCsM5xOOfGYJikt%252FgV%252BKcXWCzs2aTGyp%252FfXwY%252BkjTA9ODUVuDqzJQqy1u27fweBUGJYva1EVDl8HGXn9B%252FkDPfqdU4W0T2ECeqFBgsI0z%252FvW8VidXRejWz0JzLIwY1YFSz2aCUOLuZJbYih7lxOW42ouX5TvHdmkFYA7KgWRsZtJjSi6mOCD4ryfifdPd5C%252F1jPN3Yr6tV9wLqQ8kwu%252FCpaO%252FXE1V94HrQluswFDwyohhrBCxzVYzXCjH2GkEWWKhq7p4j1exhDm%252FDs3wwSfeREjHoigKEwUfYGelhEC5tGzCCESwAognm2huavN8QENEYmxE7pQD6%252BdMPXWJB27Y0kpf0pJ5RKzl3fwYa995b%252Fvo%252BxW0vNXkM72ddS%252BX4GfVwHI3xyQBIw4h3GoiMvT4IUTP5FJvihQtJaHVDrWD46Vcga2oLMFJRJgqmFR%252BzdOxs8R%252F%252FbU6bLKrcafUDYkUg9qaiGKvl5zvysKgjOkxcpIU%252F9sKdI6BYADhjPCyr%252B%252BNPdmwONB0Kd6KfsfQZGBpuvVYhW0LwUyvXd1C0O%252BWwghoRdIh3R5Lx%252BOOpObAoNitMwr2qcQeV8Qnyl%252FifM3dnJrpfnG4w34I9CvN2FCo0quvJ25Sok8zlRjwlBxlDgLxqG%252F%252BTgo64sXbZLzVdut8jJl1E6lCkIPOEqOrEBc91WBUlT1x9d8f3WA1HBJ7vipT%252FXOk4Yw6w%252Bt6mdu%252Ffx80fuVS47aw6I%252BSTt7je4ZsfClVA1NvD1F5APqbxwg%253D%253D%7Ccksum%3A254860627498f04680d4c18442febea0971edc1d71c1%7Campid%3APL_CLK%7Cclp%3A2334524
Asus TUF Gaming VG35VQ 35” Curved HDR Monitor PC1052827, Pre-Owned,,$360.00,$400.00,https://www.ebay.com/itm/Asus-TUF-Gaming-VG35VQ-35-Curved-HDR-Monitor-PC1052827/143946795959?epid=11043223747&_trkparms=ispr%3D1&hash=item2183e5cbb7:g:UysAAOSwZpdgJucD&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickk7d4nremBkvNKtcC0ZwqXDGd1TI%252FBkNIPoF3%252BWAtTHkrEeBshTO0I79tRrIs4tNTxkwpnBwa5eVEo7TXwAjuMuC%252BXGvzn9ywYBKfIgA0V1m6NDb3T4QpiocRhM8%252BeDDWx5vV3p4Ls737irYgSxFlOGw715xYWdaeVriRvSVeHOgMx6G%252B06bgOPPZsxBkYroRonlNQQEwCZxo1SdNtr7EiEVhCo8pOZx2Z5qLn%252Bsgd%252FhCbknasw5lQuK3MwlPd5QFMnKKgbK7%252BP2EejgSl%252FX%252FcdRj17y78tQeWaefv2sLB1g8U296321NwkvlrpyWL0NDHAtsMdS4HPwu%252BWQRBdg1XV6sVApq2kW9DtE%252BgeUcGFsBtsTfaLBrPlFfJ4NOFDF7QQblWW%252F7Di65sm6nKkLS%252BRIMb8h7PxJiJJkKJw6iUZtrjAf5Kg%252BHx2SSAPk6qXwV6nUx8Kxfw2VX7zFg2hwnDxcawNgiLV1s%252B7zR0wmPgvrJcbOJDEGWhfNN9KgyOZ%252BJ05LvKfUWXB93RG74jmhJTOzsvvOnfiswnWZyFjkBkrEkM0JDSVl760yoYnKm8g4wXi%252BVvOnLOM3k439ZiLUmiRRpPkPq376g29hAjm5mLg0o9k5HK3ltZcJd7rHOH3JDujr1rrdu0On5YjCKiWu0WVaIZy4pmfLXt7bcfe%252FP3yHxtXRHRaEp7OSxqHRy0858TERaqYsV89qllK7Jjxk9%252BkGEIFohT%252Fn31TnVAychYvVoyfBrVXDn5W%252BDkFxuYxmY4vgZyfhwrUCiUk9Yi0dYVyA%253D%253D%7Ccksum%3A143946795959f04680d4c18442febea0971edc1d71c1%7Campid%3APL_CLK%7Cclp%3A2334524
"AOC C24G1A 24"" Curved Frameless Gaming Monitor, FHD 1920x1080, 1500R, VA, 165Hz", Refurbished,,$180.00,,https://www.ebay.com/itm/AOC-C24G1A-24-Curved-Frameless-Gaming-Monitor-FHD-1920x1080-1500R-VA-165Hz/393133921438?epid=4041928642&hash=item5b889b949e:g:h4EAAOSwSTlgK8Tg
, Brand New,4.5 out of 5 stars.,$284.99,$399.99,https://www.ebay.com/itm/NEW-Acer-32-Curved-FHD-1920x1080-HDMI-DP-165Hz-1ms-Freesync-LED-Gaming-Monitor/353269871455?epid=10042311941&hash=item524086735f:g:mKwAAOSwVIZfqWLo
Viotek GN34C 34-In 21:9 Ultrawide Curved QHD Monitor Gaming Professional 1440p, Brand New,5.0 out of 5 stars.,,$499.99,https://www.ebay.com/itm/Viotek-GN34C-34-In-21-9-Ultrawide-Curved-QHD-Monitor-Gaming-Professional-1440p/223244770782?epid=15033527226&hash=item33fa6cddde:g:M2IAAOSwj-Rb9nsV
"Open Box VIOTEK GNV32DB 32"" Curved Gaming Monitor 144Hz WQHD 1440p G-Sync-Ready", Open Box,4.5 out of 5 stars.,$269.99,,https://www.ebay.com/itm/Open-Box-VIOTEK-GNV32DB-32-Curved-Gaming-Monitor-144Hz-WQHD-1440p-G-Sync-Ready/233623697148?epid=5038105069&hash=item36650eb6fc:g:Z4YAAOSw7Ghep8vO
Open Box VIOTEK GNV27DB 27-Inch 144Hz Curved QHD Gaming Monitor 1440p FreeSync, Open Box,5.0 out of 5 stars.,$249.99,,https://www.ebay.com/itm/Open-Box-VIOTEK-GNV27DB-27-Inch-144Hz-Curved-QHD-Gaming-Monitor-1440p-FreeSync/313081168670?epid=15037773538&hash=item48e517831e:g:uR4AAOSwIYdehE57
"Samsung T55 Series 27"" 75Hz 1000R Curved Monitor LC27T550FDNXZA SCRATCHES** READ", Pre-Owned,,$85.38,$89.87,https://www.ebay.com/itm/Samsung-T55-Series-27-75Hz-1000R-Curved-Monitor-LC27T550FDNXZA-SCRATCHES-READ/184640695344?epid=25038379770&hash=item2afd716c30:g:fDEAAOSwT9dgE0Va
Samsung C27F398 27 inch Curved LED Monitor, Pre-Owned,4.5 out of 5 stars.,$100.00,,https://www.ebay.com/itm/Samsung-C27F398-27-inch-Curved-LED-Monitor/224355840835?epid=224719905&hash=item343ca67343:g:DRIAAOSwRd5fF8sz
"Sceptre 24"" Curved Gaming  Full HD 1080P", Brand New,3.0 out of 5 stars.,$144.98,,https://www.ebay.com/itm/Sceptre-24-Curved-Gaming-Full-HD-1080P/383690403713?epid=13031749181&hash=item5955baef81:g:6FYAAOSwRO9fQ~xD
"ViewSonic VP3881 38"" IPS UltraWide QHD+ Curved Monito (E31)", Open Box,5.0 out of 5 stars.,$799.99,,https://www.ebay.com/itm/ViewSonic-VP3881-38-IPS-UltraWide-QHD-Curved-Monito-E31/274691009821?epid=23008053083&hash=item3ff4dc2d1d:g:zsUAAOSwMTdgMWOp
"ASUS DESIGNO CURVE MX38VC UWQHD MONITOR 38"" 3840 x 1600", Pre-Owned,,"$549.99$1,299.99",,https://www.ebay.com/itm/ASUS-DESIGNO-CURVE-MX38VC-UWQHD-MONITOR-38-3840-x-1600/284189171224?epid=28037696633&hash=item422afe9e18:g:OfIAAOSwEcNgLrV3
"LG 34GL750-B 34"" 21:9 ULTRAGEAR CURVED WFHD 144HZ G-SYNC GAMING MONITOR", Pre-Owned,,$237.50,,https://www.ebay.com/itm/LG-34GL750-B-34-21-9-ULTRAGEAR-CURVED-WFHD-144HZ-G-SYNC-GAMING-MONITOR/284189311731?hash=item422b00c2f3:g:9kkAAOSwvm9gLt5X
"Dell - S2721HGF 27"" Gaming - LED Curved FHD FreeSync and G-SYNC Compatible", Brand New,,$229.99,,https://www.ebay.com/itm/Dell-S2721HGF-27-Gaming-LED-Curved-FHD-FreeSync-and-G-SYNC-Compatible/124582625334?hash=item1d01b40036:g:YmAAAOSwga1gMHF1
"NEW SAMSUNG 32"" Curved  Multimedia FHD Monitor  LC32F39MFUNXZA - GAMING MONITOR", Brand New,5.0 out of 5 stars.,$349.00,,https://www.ebay.com/itm/NEW-SAMSUNG-32-Curved-Multimedia-FHD-Monitor-LC32F39MFUNXZA-GAMING-MONITOR/313393066975?epid=23038174485&_trkparms=ispr%3D1&hash=item48f7aeb3df:g:YXoAAOSw~xRgDRNN&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickkRjLZq23gAR%252BKma9gM2Z1htfLqQ2vEImkt%252BPQSj8A6EXSBgt2rPzNJ1l%252B5WQ7gfHimN0i%252FbVJ0%252FkHSoP1qAqNx6WEv%252FXOM7XzMFPbwUNIvH53gM6KcGhvXwRX%252FkH4AVcMYdAV9QLlIxG%252B5bHB8Q2P%252FOlTiImFt0zfXndzmcSkrloZJuNATmsjiG%252F3wDg8GkynV18Us3Y%252BGQT4dCO4mqxvv%252B0Do1n%252FlXTJxmwVzPY0iswktLSCe4zmKaoT2MuNAYGknJZdiI2xtdOqK3wSt0vPbqRiSJTyLWS8nuXbMAQ53SFFZ18iOPX8B3ppT3%252FTniT41sjPf0Cb0pyqSOIn5wo6jpQIiniYCcEa88N4xsQ3WjiCbX9F9XLaRkoxcZcrolDvCR4YLEz2RKMy61ohlMpRkAbeKJS6Kzaipr37aC46Pp8QtseNj%252FLsA8jBmuxcPWBYFyJBpU8PmuezUNtWefmhfc8fOsI0S%252FjQs5rkcRjnSuFY1ZLQeS17PvBDFKQbhiWC6xXiyE%252BMzFc3TvTaeQQUtCF9VnqbF4GGrTbUI9K2wYt6e9ZqY9vdIv3R9X1sn49E%252BLu1ywP73RKS%252BlF5cOG7RzNEu%252FCu7hlOWlCknQois8TjDOKuEspXTOY4ONcrpKfQoWP46MyIL7BCNKjwiBDPKNrrEYB8OIjhfC9BI%252B0aj3Iap5STxqC5jEvLFy7e93TmRiip7WKANHbKc6fw5c%252BxpDqW3b%252BxRdadzaaYfhhQrjBvf7RNhhmiI1qjhPG%252F0hjpJYzNQNwSejSmr19zhsKkyA%253D%253D%7Ccksum%3A313393066975f04680d4c18442febea0971edc1d71c1%7Campid%3APL_CLK%7Cclp%3A2334524
"Acer Nitro XZ272 sbmiiphx 27"" Curved 165Hz 2xHDMI OPEN BOX", Open Box,,$191.25,$225.00,https://www.ebay.com/itm/Acer-Nitro-XZ272-sbmiiphx-27-Curved-165Hz-2xHDMI-OPEN-BOX/284123379373?epid=9037139405&_trkparms=ispr%3D1&hash=item422712b6ad:m:mYiXedXRUOvkLa7kAMBQdQQ&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickk7PdDazAlGltMLJlUhrWsD1PjGvX%252FxrSrJkKQh54AOmDl5s6YIq0UaP%252BHUcZ%252FMyxyiKtqcHOX23ZrzjV6jpWlCpNL43FJmiSzCIGqq8XCr7qqN%252BKkJZAd3g1S%252BACYIFfG3rKMBRSRYQLvW1OPkXs9czeDZ2PZMRFRVNTaOalpzb3ehILs%252BKmqo4B8C2xKX2asNBFW%252FB9lTZ2Eo0FnUrLcbZBdoW0%252FtFQn10HBiAJkjRd5hF3XgxpuP6HwdQRWLzS2wucwcgSUpyGcxuZHPHG1%252BqWq3np%252BVEad4qMGtZ3lMzba%252B2YWVwFlwS2m12BWZjetmh2hnwOSvjnk5iN%252F8iVFr3xze%252BBBmEgx4StyucJaiXsRKgzNeWMIUal%252Fh%252FHZGawZ%252BcTOgr4foPWkU3mFZw8n1ZITu3EYAbkxZg%252B1QXWSkmuw5dR8ayO3yPDhwUDOLX98w6vnounVuw9l8BZY2qLqKtTvowT7eaAn3heOsnk4f5NpSiEGosqWYxWI6SwG0%252BKwGkfuIXoBq8XFjtDRm2Wpus5Mg%252BthFl3JWaX79LQtGb5jiPW8SySU0WbFdKPnExMRHpbEDCTx7yjDQXM5LKnX0Gf10cSLv3ZUONYZZsLqcnytRKdR8m5xIYnw2D5iyBhzrrT0LZ7P4Hz02gcvvppjF104TlhcgOR8h6xXpu%252FXPNZx1LsptgHc7vYouM5ZZ5tMzpY1DxB9dZ6Wz5Ed5BKsXxr2VL1j%252ByBpFvef0OLyhfPT02z%252FBBCWUe6hFwQllSxwQ9Pul%252FG51MAghGEqFSPeaw%253D%253D%7Ccksum%3A284123379373f04680d4c18442febea0971edc1d71c1%7Campid%3APL_CLK%7Cclp%3A2334524
"GIGABYTE G32QC 32"" Widescreen LED monitor-curved- 2560x1440 QHD @ 165 Hz 2xHDMI", Brand New,5.0 out of 5 stars.,$382.00,,https://www.ebay.com/itm/GIGABYTE-G32QC-32-Widescreen-LED-monitor-curved-2560x1440-QHD-165-Hz-2xHDMI/324492035998?epid=4039017024&hash=item4b8d3b879e:g:Q0sAAOSwgjVgMAW7
"Samsung C27F591FDN Series 27"" LED Curved FHD FreeSync Monitor Silver", Pre-Owned,4.5 out of 5 stars.,$169.95,,https://www.ebay.com/itm/Samsung-C27F591FDN-Series-27-LED-Curved-FHD-FreeSync-Monitor-Silver/363296464022?epid=245412570&hash=item5496281c96:g:qQcAAOSwHCVgLVM~
"Dell UltraSharp U3818DW 38"" 21:9 Curved IPS Monitor *REFURBISHED*", Pre-Owned,,$455.00,,https://www.ebay.com/itm/Dell-UltraSharp-U3818DW-38-21-9-Curved-IPS-Monitor-REFURBISHED/313421826436?hash=item48f9658984:g:2W4AAOSwSQpgLDR5
"Samsung 390 Series 24"" LED Curved FHD FreeSync Monitor Black C24F390", Pre-Owned,4.5 out of 5 stars.,$99.95,,https://www.ebay.com/itm/Samsung-390-Series-24-LED-Curved-FHD-FreeSync-Monitor-Black-C24F390/402700886707?epid=28026727205&hash=item5dc2d7e2b3:g:~S4AAOSwmIBfIuSx
Sceptre C275W-1920RN 27inch 75hz HDMI VGA Build-in Speaker Curved Monitor, Pre-Owned,4.0 out of 5 stars.,$105.00,,https://www.ebay.com/itm/Sceptre-C275W-1920RN-27inch-75hz-HDMI-VGA-Build-in-Speaker-Curved-Monitor/193905685876?epid=27032781477&hash=item2d25adf574:g:3YMAAOSwefBgJ~o8
"ACER ED273 ABIDPX 27"" CURVED GAMING MONITOR 1080P 144Hz W/ FREE-SYNC BRAND NEW", Brand New,,$214.99,,https://www.ebay.com/itm/ACER-ED273-ABIDPX-27-CURVED-GAMING-MONITOR-1080P-144Hz-W-FREE-SYNC-BRAND-NEW/114695940404?hash=item1ab4692934:g:kNYAAOSwv1hfbANU
"Dell (S2721HGF) 27"" Curved Gaming Monitor", Open Box,,$210.00,,https://www.ebay.com/itm/Dell-S2721HGF-27-Curved-Gaming-Monitor/313427486395?epid=8042696213&hash=item48f9bbe6bb:g:cvQAAOSwQdhgMpjz
"[REFURBISHED] MSI Optix MAG321CQR 31.5"" WQHD Curved Gaming Monitor, 144Hz, RGB", Refurbished,4.5 out of 5 stars.,$329.99,$399.99,https://www.ebay.com/itm/REFURBISHED-MSI-Optix-MAG321CQR-31-5-WQHD-Curved-Gaming-Monitor-144Hz-RGB/143950835920?epid=11033840538&hash=item21842370d0:g:I1kAAOSws7VcUiyb
"Samsung LC32JG56QQNXZA-RB 32"" JG56 WQHD Curved Monitor - Certified Refurbished", Pre-Owned,5.0 out of 5 stars.,$379.99,$449.99,https://www.ebay.com/itm/Samsung-LC32JG56QQNXZA-RB-32-JG56-WQHD-Curved-Monitor-Certified-Refurbished/133615991909?epid=17034671919&hash=item1f1c223c65:g:UQoAAOSwN4Zf49HL
"Sceptre Curved 27"" 75Hz LED Monitor HDMI VGA Edge Less 2019 Very Gently Used", Pre-Owned,,$105.00$140.00,,https://www.ebay.com/itm/Sceptre-Curved-27-75Hz-LED-Monitor-HDMI-VGA-Edge-Less-2019-Very-Gently-Used/353391524934?hash=item5247c6bc46:g:8n0AAOSwxCVgJKfz
Samsung CRG5 series 24” LED Curved FHD 144hz FreeSync Monitor LC24RG50FQNXZA SR, Refurbished,5.0 out of 5 stars.,$160.45,$168.89,https://www.ebay.com/itm/Samsung-CRG5-series-24-LED-Curved-FHD-144hz-FreeSync-Monitor-LC24RG50FQNXZA-SR/203062731495?epid=22032298220&hash=item2f477b62e7:g:G3oAAOSwnFJf0okT
Alienware AW3420DW 34 in WQHD 120Hz Curved Ultrawide IPS Gaming Monitor NEW , Pre-Owned,5.0 out of 5 stars.,$700.00,,https://www.ebay.com/itm/Alienware-AW3420DW-34-in-WQHD-120Hz-Curved-Ultrawide-IPS-Gaming-Monitor-NEW/164714307757?epid=14037472204&hash=item2659bce0ad:g:zXwAAOSw55NgMR01
"LG 35WN65C-B 3440 x 1440 35"" Curved LCD Monitor", Open Box,,$419.99,,https://www.ebay.com/itm/LG-35WN65C-B-3440-x-1440-35-Curved-LCD-Monitor/274658634959?epid=17044289293&hash=item3ff2ee2ccf:g:U98AAOSwEtBgDe6u
MSI Optix MAG271VCR 27  FHD Gaming 1800R Curved Monitor 165Hz - 1920 x 1080 FHD, Brand New,5.0 out of 5 stars.,$269.99,,https://www.ebay.com/itm/MSI-Optix-MAG271VCR-27-FHD-Gaming-1800R-Curved-Monitor-165Hz-1920-x-1080-FHD/293903354248?epid=26042534931&hash=item446e014988:g:YEkAAOSwPYNf2vRy
LG UltraGear 38GL950G-B 38 inch Curved IPS LED Gaming Monitor - Black, Pre-Owned,,$990.00,,https://www.ebay.com/itm/LG-UltraGear-38GL950G-B-38-inch-Curved-IPS-LED-Gaming-Monitor-Black/383955679491?epid=19036455411&hash=item59658ab903:g:GP4AAOSw3TJeqvjg
"Sceptre C305B-200UN 30"" Curved Gaming Monitor", Open Box,4.5 out of 5 stars.,$200.00$260.00,,https://www.ebay.com/itm/Sceptre-C305B-200UN-30-Curved-Gaming-Monitor/233901246270?epid=28034986813&hash=item367599c73e:g:6M8AAOSwjWJgLwOX
"LG 38WN75C-B 38"" IPS LED Curved Monitor PC1052677",USED SEE PICS AND DESCRIPTION Pre-Owned,5.0 out of 5 stars.,$494.10,$549.00,https://www.ebay.com/itm/LG-38WN75C-B-38-IPS-LED-Curved-Monitor-PC1052677/143940075833?epid=22038391588&_trkparms=ispr%3D1&hash=item21837f4139:g:It0AAOSwMbxgHoS1&amdata=enc%3AAQAFAAACcBaobrjLl8XobRIiIML1V4Imu%252Fn%252BzU5L90Z278x5ickk7d4nremBkvNKtcC0ZwqXDP2R26CvA2rlEykUFk0de2wu2mVML8TOvTrOhylm1ClCpRUUqsaiadgfnA1HRrkSSqqWQpN%252BvJHEPqLMSyC91yxPksOUKlmEy%252FvGJyX6JjuVtajgU%252FwnjzQMqEKIWf63TnnRSSAuTVnEpdIdG5EroOoKIu5BYa9OCAqqCoxRiHj3PuIKiPChfY1d1cLv6qGouE2StdHsUXlMHnlB6IxzZjbpNYAzQVqwHOItp%252Bae5iVVHI3Wx9wsU%252FQPUkI4eyx8YJL1HGOXE2dof%252FELMVnRh%252Bys%252BDekzpJCc7HIazwRGlgzi7tS9o2s2wil%252BilpfFVjG7XbHPfcrzm%252FR7j7gONAJ2M5tpzZyNcZhjnL3hncDhoLr9hMXAvJuvWjjAHmoUbJ6ofykB6gHI%252FxAVJYgyDHDtWBp%252FOD3m8zv4CV0SNR3aKBaSS6xHTzGYXLGUjA%252BulLvpBnBZMjduCfy7FjK4GbXvCuJD%252F%252BZRsz3QHjRJzlmDScpkUOwakwwZoOaDIPfDLb22a%252BU66pC5aknEuAf9FzfT0wfU5SLBC8UmCYBAWH78U6RNZhEzOYUQyQIuwT0kE1256mDFhOXY3QveG%252BXgbgfK1bD31z%252FV6rESRDNgXUWOM6ytEExlcTTO02EwxMqMk60rC0Sz2%252Fah4HUU%252B5CCw9mwovrzN9ameGGnO3U3%252B5Pr0YDg%252F0DqNtoxBYzZm%252FsmCjHyyV4RO8rFixCtgYXsIBXY5Pvl4EHVYEDeLaiRdkV1zC5GXXNrzFRFYoRlSvU41vsw%253D%253D%7Ccksum%3A143940075833836e280cc4d54c4dbd6258d598d5fac9%7Campid%3APL_CLK%7Cclp%3A2334524
"Samsung C43J890 43.4"" 32:10 Ultra-Wide Curved 120 Hz LCD Monitor", Open Box,5.0 out of 5 stars.,$749.99,,https://www.ebay.com/itm/Samsung-C43J890-43-4-32-10-Ultra-Wide-Curved-120-Hz-LCD-Monitor/254872285186?epid=27033917500&hash=item3b57927002:g:T8EAAOSwPzVfz6pY
